Station,Date & Time (Summer),Global radiation (W/m^2),Relative humidity (%),Temperature (ï¿½ï,Maximum 1 minute wind speed (m/s),Gust wind speed (m/s)
Yotvata,05/07/2022 14:00,939,16,38.8,6.4,8.4
Yotvata,06/07/2022 14:00,957,12,36.7,2.3,2.8
Yotvata,07/07/2022 14:00,1044,12,35.8,3.5,5.4
Yotvata,08/07/2022 14:00,1021,13,37.3,4.1,5
Yotvata,09/07/2022 14:00,986,21,37.7,3.6,5.5
Yotvata,10/07/2022 14:00,987,18,37,2.7,5.1
Yotvata,11/07/2022 14:00,950,30,34.9,4.7,5.7
Yotvata,12/07/2022 14:00,976,25,36.3,4.6,6.8
Yotvata,13/07/2022 14:00,976,25,36.5,5.5,7.4
Yotvata,14/07/2022 14:00,999,23,35.2,5.3,7
Yotvata,15/07/2022 14:00,981,26,35.4,5.5,6.6
Yotvata,16/07/2022 14:00,982,21,35.6,4.1,5.5
Yotvata,17/07/2022 14:00,982,21,36.2,5.8,7.4
Yotvata,18/07/2022 14:00,977,21,37.6,4.8,6.2
Yotvata,19/07/2022 14:00,964,20,39.2,4.9,6.4
Yotvata,20/07/2022 14:00,973,17,39.3,4.7,5.8
Yotvata,21/07/2022 14:00,975,19,36.9,4.1,5.5
Yotvata,22/07/2022 14:00,976,19,37.3,6.2,8.1
Yotvata,23/07/2022 14:00,983,18,36.7,5.4,7.2
Yotvata,24/07/2022 14:00,987,16,37.8,6,8.5
Yotvata,25/07/2022 14:00,998,15,38,5.8,7
Yotvata,26/07/2022 14:00,992,15,38.6,3.8,4.6
Yotvata,27/07/2022 14:00,994,12,38.6,3.1,4
Yotvata,28/07/2022 14:00,980,17,39.4,5.1,7.4
Yotvata,29/07/2022 14:00,973,20,39.4,6.1,8.4
Yotvata,30/07/2022 14:00,941,17,38.6,5.8,7.3
Yotvata,31/07/2022 14:00,963,19,37.3,3.8,5
Yotvata,01/08/2022 14:00,964,23,37.3,4.3,4.9
Yotvata,02/08/2022 14:00,961,15,39.3,4.6,5.3
Yotvata,03/08/2022 14:00,911,23,38.7,5,6
Yotvata,04/08/2022 14:00,871,26,39,6.5,8.9
Yotvata,05/08/2022 14:00,880,31,39.2,4.5,7.8
Yotvata,06/08/2022 14:00,891,31,39.2,5,5.8
Yotvata,07/08/2022 14:00,895,34,37.8,4.3,5.3
Yotvata,08/08/2022 14:00,885,27,38,3.3,4.6
Yotvata,09/08/2022 14:00,905,19,38.9,5.2,7.1
Yotvata,10/08/2022 14:00,899,22,37.1,5.1,6.5
Yotvata,11/08/2022 14:00,906,22,37.1,5.6,7.6
Yotvata,12/08/2022 14:00,915,27,37.4,4.4,5.9
Yotvata,13/08/2022 14:00,924,30,34.8,3.9,5.1
Yotvata,14/08/2022 14:00,971,23,35.3,5.8,7.3
Yotvata,15/08/2022 14:00,938,22,36.5,5.8,8.2
Yotvata,16/08/2022 14:00,916,28,36.1,6.2,8.4
Yotvata,17/08/2022 14:00,913,36,35.8,4.8,6
Yotvata,18/08/2022 14:00,911,35,36.8,4.3,5.7
Yotvata,19/08/2022 14:00,936,25,37,3.7,4.1
Yotvata,20/08/2022 14:00,933,24,36.2,3,3.7
Yotvata,21/08/2022 14:00,922,21,38.8,3.4,4.9
Yotvata,22/08/2022 14:00,900,19,39.2,2.9,4
Yotvata,23/08/2022 14:00,918,23,38.4,5.4,6.3
Yotvata,24/08/2022 14:00,941,17,39.1,4.5,6.3
Yotvata,25/08/2022 14:00,918,17,40,4.2,5.1
Yotvata,26/08/2022 14:00,896,31,37.3,5.8,7.3
Yotvata,27/08/2022 14:00,898,32,37.7,5.9,8.9
Yotvata,28/08/2022 14:00,882,25,40.9,7.2,8.8
Yotvata,29/08/2022 14:00,863,33,38.9,4.9,6.6
Yotvata,30/08/2022 14:00,851,35,39,4.7,5.6
Yotvata,31/08/2022 14:00,845,36,38.5,5.4,6.7
Yotvata,01/09/2022 14:00,828,41,36.7,6.4,8
Yotvata,02/09/2022 14:00,831,39,36.6,4.7,6
Yotvata,03/09/2022 14:00,828,39,36.8,5.8,8
Yotvata,04/09/2022 14:00,827,39,35.7,6.9,9.6
Yotvata,05/09/2022 14:00,833,39,35.9,4.9,6.5
Yotvata,06/09/2022 14:00,857,35,34.7,4,4.7
Yotvata,07/09/2022 14:00,863,27,34.2,3.7,4.6
Yotvata,08/09/2022 14:00,861,28,35.9,5.3,8.1
Yotvata,09/09/2022 14:00,844,28,36.2,6.6,9.1
Yotvata,10/09/2022 14:00,832,26,36,6.3,7.7
Yotvata,11/09/2022 14:00,832,31,34.9,6.8,8.2
Yotvata,12/09/2022 14:00,850,31,34.9,4,5.9
Yotvata,13/09/2022 14:00,864,22,34.9,3.6,4.3
Yotvata,14/09/2022 14:00,813,36,34,4.3,5.6
Yotvata,15/09/2022 14:00,831,32,33.3,4.8,6.1
Yotvata,16/09/2022 14:00,818,36,33.8,5.1,6
Yotvata,17/09/2022 14:00,810,38,33.7,5.1,5.6
Yotvata,18/09/2022 14:00,797,41,33.5,4.3,5.5
Yotvata,19/09/2022 14:00,816,32,32.8,3.7,4.9
Yotvata,20/09/2022 14:00,827,35,31.7,3.8,4.5
Yotvata,21/09/2022 14:00,812,36,31.2,3.2,3.7
Yotvata,22/09/2022 14:00,826,23,32.5,2.4,3.4
Yotvata,23/09/2022 14:00,803,26,35.8,4.5,6
Yotvata,24/09/2022 14:00,794,25,36,6.5,8.1
Yotvata,25/09/2022 14:00,772,21,37,6,7.3
Yotvata,26/09/2022 14:00,775,18,38.6,3.6,5.4
Yotvata,27/09/2022 14:00,823,17,37.7,4,5.4
Yotvata,28/09/2022 14:00,830,23,35.2,4.6,6.5
Yotvata,29/09/2022 14:00,804,22,36,7.4,9.5
Yotvata,30/09/2022 14:00,795,26,36.7,5.5,7.9
Yotvata,01/10/2022 14:00,787,20,38.1,3.5,5
Yotvata,02/10/2022 14:00,800,29,35.7,3.6,5.5
Yotvata,03/10/2022 14:00,803,17,36.8,3,3.8
Yotvata,04/10/2022 14:00,778,36,34.6,3.2,3.9
Yotvata,05/10/2022 14:00,773,39,34.1,4.6,6.7
Yotvata,06/10/2022 14:00,760,39,32.8,4.8,6.7
Yotvata,07/10/2022 14:00,746,43,31.3,5.6,6.6
Yotvata,08/10/2022 14:00,753,38,31,3.7,5.4
Yotvata,09/10/2022 14:00,775,34,30.2,5,6.4
Yotvata,10/10/2022 14:00,767,35,30.4,5.4,7
Yotvata,11/10/2022 14:00,756,37,30.8,5.5,6.9
Yotvata,12/10/2022 14:00,749,39,31,3.7,4.9
Yotvata,13/10/2022 14:00,738,39,30.1,4.4,6.9
Yotvata,14/10/2022 14:00,733,39,29.8,5,6.4
Yotvata,15/10/2022 14:00,734,36,30.7,2.3,2.9
Yotvata,16/10/2022 14:00,736,16,34.7,3.7,5.6
Yotvata,17/10/2022 14:00,695,28,31.8,3.5,4.7
Yotvata,18/10/2022 14:00,706,40,30.1,4.2,6.5
Yotvata,19/10/2022 14:00,685,41,30,4.2,6.3
Yotvata,20/10/2022 14:00,681,34,30.3,6.2,8.3
Yotvata,21/10/2022 14:00,544,65,25.5,4.5,6.5
Yotvata,22/10/2022 14:00,689,46,28.6,6,7
Yotvata,23/10/2022 14:00,690,41,28.6,3.5,4.6
Yotvata,24/10/2022 14:00,687,38,28.1,4,4.9
Yotvata,25/10/2022 14:00,489,42,28.7,2.1,3
Yotvata,26/10/2022 14:00,668,25,31.3,4.7,5.8
Yotvata,27/10/2022 14:00,655,38,29.3,3.1,3.9
Yotvata,28/10/2022 14:00,659,34,29.8,5,7.9
Yotvata,29/10/2022 14:00,646,38,28.8,4.2,5.8
Yotvata,30/10/2022 14:00,639,46,28.3,2.8,3.3
Yotvata,31/10/2022 14:00,643,41,28.2,3.9,4.9
Yotvata,01/11/2022 14:00,639,37,27.8,4.7,6.9
Yotvata,02/11/2022 14:00,640,37,26,4.3,5.5
Yotvata,03/11/2022 14:00,661,34,26.4,3.6,4.5
Yotvata,04/11/2022 14:00,630,37,27.1,3.8,5.5
Yotvata,05/11/2022 14:00,629,36,26.4,3.7,5.6
Yotvata,06/11/2022 14:00,623,47,26.4,3.5,4.2
Yotvata,07/11/2022 14:00,625,44,27.3,2.4,2.9
Yotvata,08/11/2022 14:00,237,37,25.3,3.6,4.6
Yotvata,09/11/2022 14:00,636,38,25.5,1.9,2.4
Yotvata,10/11/2022 14:00,628,41,25.2,5.3,7.7
Yotvata,11/11/2022 14:00,617,39,25,5,6.2
Yotvata,12/11/2022 14:00,597,33,26.3,6.5,8.6
Yotvata,13/11/2022 14:00,590,34,27.7,3.9,5.6
Yotvata,14/11/2022 14:00,583,47,27,3.4,4.3
Yotvata,15/11/2022 14:00,570,50,26.1,4,4.1
Yotvata,16/11/2022 14:00,616,44,23.5,2,2.4
Yotvata,17/11/2022 14:00,602,35,24.1,4.6,6.2
Yotvata,18/11/2022 14:00,607,40,24.6,6.3,7.9
Yotvata,19/11/2022 14:00,586,32,26.5,7.5,8.8
Yotvata,20/11/2022 14:00,554,34,27.6,9.1,10.6
Yotvata,21/11/2022 14:00,572,27,30.3,2.9,3.4
Yotvata,22/11/2022 14:00,205,32,26.2,4.3,5.5
Yotvata,23/11/2022 14:00,531,46,25.1,5.4,6.7
Yotvata,24/11/2022 14:00,394,61,22.4,2.3,2.7
Yotvata,25/11/2022 14:00,395,35,24.4,2.7,4.1
Yotvata,26/11/2022 14:00,598,34,23.3,2.8,3.1
Yotvata,27/11/2022 14:00,394,33,25.1,5.5,6.8
Yotvata,28/11/2022 14:00,332,48,21.6,1.4,1.6
Yotvata,29/11/2022 14:00,565,54,21.8,3.5,4.8
Yotvata,30/11/2022 14:00,587,37,23.8,2,2.4
Yotvata,01/12/2022 14:00,580,40,24.1,5.6,7.1
Yotvata,02/12/2022 14:00,575,41,22.9,6.6,9.2
Yotvata,03/12/2022 14:00,599,40,23.5,7.5,8.7
Yotvata,04/12/2022 14:00,571,40,23.2,4.3,5.9
Yotvata,05/12/2022 14:00,497,43,23.4,4.1,5.8
Yotvata,06/12/2022 14:00,559,46,21.7,3.8,4.7
Yotvata,07/12/2022 14:00,524,49,21.9,3.8,5.2
Yotvata,08/12/2022 14:00,554,50,21.7,3.1,3.9
Yotvata,09/12/2022 14:00,553,41,22.3,3.3,4.4
Yotvata,10/12/2022 14:00,555,42,21.9,4.4,5.8
Yotvata,11/12/2022 14:00,559,44,21.4,3.2,4.1
Yotvata,12/12/2022 14:00,527,28,23.6,2.2,2.6
Yotvata,13/12/2022 14:00,541,33,25.1,2.3,2.8
Yotvata,14/12/2022 14:00,527,41,23.5,1.2,1.6
Yotvata,15/12/2022 14:00,547,40,23.7,4.6,6.3
Yotvata,16/12/2022 14:00,546,45,23.6,4.8,7
Yotvata,17/12/2022 14:00,541,35,24.9,5.7,8.8
Yotvata,18/12/2022 14:00,547,29,25.8,5.3,9.4
Yotvata,19/12/2022 14:00,556,31,24.2,4,5.3
Yotvata,20/12/2022 14:00,559,34,22.5,3.2,4.8
Yotvata,21/12/2022 14:00,559,46,21.1,3,4.1
Yotvata,22/12/2022 14:00,550,45,21.7,5.6,6.8
Yotvata,23/12/2022 14:00,547,54,19,2,2.6
Yotvata,24/12/2022 14:00,566,49,20.4,0.7,1.1
Yotvata,25/12/2022 14:00,407,41,19.3,2.2,2.6
Yotvata,26/12/2022 14:00,178,59,17.8,6.2,7.8
Yotvata,27/12/2022 14:00,420,64,15.8,1.4,1.7
Yotvata,28/12/2022 14:00,580,47,18.5,3.3,4.1
Yotvata,29/12/2022 14:00,585,53,18.2,5.2,7.4
Yotvata,30/12/2022 14:00,590,50,17.9,6.8,9.3
Yotvata,31/12/2022 14:00,568,49,18.6,6.7,8.3
Yotvata,01/01/2023 14:00,602,49,21,7.2,9.2
Yotvata,02/01/2023 14:00,577,41,21.5,6.1,7.9
Yotvata,03/01/2023 14:00,561,47,20.3,8.5,10.9
Yotvata,04/01/2023 14:00,251,59,16.3,2.1,2.6
Yotvata,05/01/2023 14:00,593,48,18.9,3.1,4
Yotvata,06/01/2023 14:00,595,38,20.1,2.1,2.3
Yotvata,07/01/2023 14:00,584,34,20.5,3,3.8
Yotvata,08/01/2023 14:00,592,49,19,2.6,3.4
Yotvata,09/01/2023 14:00,143,55,16.2,2.8,2.5
Yotvata,10/01/2023 14:00,600,38,18.6,2.2,2.5
Yotvata,11/01/2023 14:00,622,26,20.4,2.2,2.7
Yotvata,12/01/2023 14:00,605,32,19.5,2.3,2.8
Yotvata,13/01/2023 14:00,396,39,18.5,2.3,2.7
Yotvata,14/01/2023 14:00,449,33,19.7,3.9,5.1
Yotvata,15/01/2023 14:00,625,35,20.2,1.7,2.2
Yotvata,16/01/2023 14:00,657,35,19.3,3.7,4.5
Yotvata,17/01/2023 14:00,626,35,20.1,4.5,6
Yotvata,18/01/2023 14:00,632,25,22.4,5.6,6.3
Yotvata,19/01/2023 14:00,651,21,22.9,3.7,5.2
Yotvata,20/01/2023 14:00,635,25,22.1,4.3,5.9
Yotvata,21/01/2023 14:00,644,28,21.6,4.1,5.2
Yotvata,22/01/2023 14:00,617,45,20.1,4.1,5.8
Yotvata,23/01/2023 14:00,643,42,21.9,5.3,7
Yotvata,24/01/2023 14:00,632,39,22.4,6.9,10
Yotvata,25/01/2023 14:00,654,37,21.5,4.1,5.8
Yotvata,26/01/2023 14:00,668,36,21.4,4.9,6.7
Yotvata,27/01/2023 14:00,670,23,24.1,2.3,2.6
Yotvata,28/01/2023 14:00,423,29,26.4,9.5,13.7
Yotvata,29/01/2023 14:00,494,51,20.7,3.5,4.7
Yotvata,30/01/2023 14:00,288,51,19,2.5,3.7
Yotvata,31/01/2023 14:00,219,27,18.3,6.3,8.3
Yotvata,01/02/2023 14:00,332,27,19.3,5.7,8
Yotvata,02/02/2023 14:00,300,34,17.3,4.6,5.9
Yotvata,03/02/2023 14:00,723,30,18.8,4.1,4.8
Yotvata,04/02/2023 14:00,242,29,18.8,4.5,5.8
Yotvata,05/02/2023 14:00,451,32,18.5,3.7,5
Yotvata,06/02/2023 14:00,719,30,18.8,9.6,12.5
Yotvata,07/02/2023 14:00,373,31,16.4,5.7,7.3
Yotvata,08/02/2023 14:00,312,37,16.5,5.6,7.3
Yotvata,09/02/2023 14:00,729,34,15.5,2.9,3.8
Yotvata,10/02/2023 14:00,757,40,17.1,4.3,5.3
Yotvata,11/02/2023 14:00,737,36,16.9,4.3,5.4
Yotvata,12/02/2023 14:00,306,46,15.1,3,3.9
Yotvata,13/02/2023 14:00,757,34,17.3,6.8,7.6
Yotvata,14/02/2023 14:00,502,36,16.8,4.9,7.4
Yotvata,15/02/2023 14:00,458,47,16,2.2,2.8
Yotvata,16/02/2023 14:00,769,34,17.5,3.2,4.4
Yotvata,17/02/2023 14:00,769,31,19.4,7.8,9.5
Yotvata,18/02/2023 14:00,774,27,21,8,10
Yotvata,19/02/2023 14:00,776,25,22.4,8.3,10.5
Yotvata,20/02/2023 14:00,767,33,20.7,4.6,6.8
Yotvata,21/02/2023 14:00,784,41,20.5,6.2,7.6
Yotvata,22/02/2023 14:00,786,40,20.8,3.9,5.9
Yotvata,23/02/2023 14:00,792,41,20,4.4,5.4
Yotvata,24/02/2023 14:00,793,35,20.7,3.6,4.9
Yotvata,25/02/2023 14:00,789,40,20.8,5,6
Yotvata,26/02/2023 14:00,796,40,22.6,4.9,7.2
Yotvata,27/02/2023 14:00,810,29,26.6,6.3,8
Yotvata,28/02/2023 14:00,780,15,29.5,7.4,9.2
Yotvata,01/03/2023 14:00,814,14,30.8,2.4,2.8
Yotvata,02/03/2023 14:00,815,11,31.5,2.5,2.9
Yotvata,03/03/2023 14:00,818,10,30.5,2.2,3.9
Yotvata,04/03/2023 14:00,835,18,28.4,3.5,4.8
Yotvata,05/03/2023 14:00,818,9,34,6.6,8.5
Yotvata,06/03/2023 14:00,820,34,25.5,3.7,5.5
Yotvata,07/03/2023 14:00,558,30,22.7,7.6,10
Yotvata,08/03/2023 14:00,979,39,21.1,1.6,2.3
Yotvata,09/03/2023 14:00,870,31,21.2,2.9,4.3
Yotvata,10/03/2023 14:00,861,18,25.5,3.2,3.9
Yotvata,11/03/2023 14:00,864,12,30,2.3,3
Yotvata,12/03/2023 14:00,846,16,27.9,3.5,4
Yotvata,13/03/2023 14:00,825,23,28.7,3.6,4.7
Yotvata,14/03/2023 14:00,47,86,15.3,5.1,7
Yotvata,15/03/2023 14:00,952,47,19.1,3.1,4.1
Yotvata,16/03/2023 14:00,894,30,23.4,4.1,5
Yotvata,17/03/2023 14:00,906,16,27.4,6.3,8.6
Yotvata,18/03/2023 14:00,208,45,24.6,5.8,9
Yotvata,19/03/2023 14:00,924,30,21.5,4.8,6.7
Yotvata,20/03/2023 14:00,237,42,19.3,5,5.7
Yotvata,21/03/2023 14:00,340,44,20.8,4.5,6.4
Yotvata,22/03/2023 14:00,743,31,23.7,3.2,4.1
Yotvata,23/03/2023 14:00,381,34,24.2,3.9,5.7
Yotvata,24/03/2023 14:00,875,20,30.3,2,2.5
Yotvata,25/03/2023 14:00,893,37,25.6,4.8,7.7
Yotvata,26/03/2023 14:00,498,45,22.7,3,3.7
Yotvata,27/03/2023 14:00,904,38,23.6,3.9,4.8
Yotvata,28/03/2023 14:00,919,17,28,3.7,4.4
Yotvata,29/03/2023 14:00,920,16,29.1,5,6.9
Yotvata,30/03/2023 14:00,933,30,20.7,5.7,7.2
Yotvata,31/03/2023 14:00,937,30,19,4,4.9
Yotvata,01/04/2023 14:00,951,25,21.5,4.9,5.6
Yotvata,02/04/2023 14:00,938,23,26.2,5.5,7.3
Yotvata,03/04/2023 14:00,937,13,32,4.4,5.4
Yotvata,04/04/2023 14:00,951,6,34.3,5.5,7.6
Yotvata,05/04/2023 14:00,932,18,26.8,5.1,6.6
Yotvata,06/04/2023 14:00,960,11,26.6,4.1,5.2
Yotvata,07/04/2023 14:00,908,9,34,7.3,10
Yotvata,08/04/2023 14:00,914,9,35.8,3.1,4.4
Yotvata,09/04/2023 14:00,975,11,37.5,7,11.2
Yotvata,10/04/2023 14:00,-,36,31.5,11.4,17
Yotvata,11/04/2023 14:00,667,81,19.2,4.5,6.9
Yotvata,12/04/2023 14:00,-,34,19.7,8,10.3
Yotvata,13/04/2023 14:00,955,25,24.2,6.9,9
Yotvata,14/04/2023 14:00,968,35,25.6,5.6,8.1
Yotvata,15/04/2023 14:00,903,28,27.8,5.6,7.8
Yotvata,16/04/2023 14:00,933,31,30.1,4.9,6.3
Yotvata,17/04/2023 14:00,939,33,32.1,3.9,5.2
Yotvata,18/04/2023 14:00,930,16,35.9,2,2.7
Yotvata,19/04/2023 14:00,988,14,36.2,2,2.6
Yotvata,20/04/2023 14:00,905,36,28.6,4.3,5.2
Yotvata,21/04/2023 14:00,976,28,25.6,5.9,7.3
Yotvata,22/04/2023 14:00,945,30,26.6,4.8,6.6
Yotvata,23/04/2023 14:00,390,27,27.6,4.5,6.2
Yotvata,24/04/2023 14:00,960,17,29.8,4.8,7.1
Yotvata,25/04/2023 14:00,1001,17,28,4.6,5.8
Yotvata,26/04/2023 14:00,1000,14,29.3,4.3,5.8
Yotvata,27/04/2023 14:00,969,12,31.3,2.3,3.2
Yotvata,28/04/2023 14:00,989,25,29.8,5.7,7
Yotvata,29/04/2023 14:00,979,22,25.3,2.5,3.7
Yotvata,30/04/2023 14:00,980,26,24.6,2.8,3.3
Yotvata,01/05/2023 14:00,992,23,26.8,5.1,7.2
Yotvata,02/05/2023 14:00,976,24,28.5,4.8,6.9
Yotvata,03/05/2023 14:00,983,23,30.1,5.1,7.3
Yotvata,04/05/2023 14:00,980,15,35.4,5.1,6
Yotvata,05/05/2023 14:00,961,7,39.2,7.2,11.1
Yotvata,06/05/2023 14:00,960,19,32.1,3.1,4
Yotvata,07/05/2023 14:00,980,24,30.5,4.3,6
Yotvata,08/05/2023 14:00,946,32,27.6,3.2,3.9
Yotvata,09/05/2023 14:00,964,29,28.4,3.8,4.9
Yotvata,10/05/2023 14:00,937,23,33.2,4,6.1
Yotvata,11/05/2023 14:00,976,10,35.5,6.8,10.4
Yotvata,12/05/2023 14:00,843,19,36.2,7.3,9.5
Yotvata,13/05/2023 14:00,979,27,29.5,5.5,6.6
Yotvata,14/05/2023 14:00,981,27,30.7,6.3,8.1
Yotvata,15/05/2023 14:00,951,25,33.1,6.2,8.1
Yotvata,16/05/2023 14:00,809,16,38.7,4.6,6
Yotvata,17/05/2023 14:00,955,10,39.1,3.2,4.8
Yotvata,18/05/2023 14:00,920,24,32.7,4.1,5.5
Yotvata,19/05/2023 14:00,968,27,28,5,7.3
Yotvata,20/05/2023 14:00,972,29,27.2,3.5,4.9
Yotvata,21/05/2023 14:00,930,16,33.4,2.2,2.9
Yotvata,22/05/2023 14:00,893,14,34.9,8.8,12.9
Yotvata,23/05/2023 14:00,1005,19,33.3,4.4,6.3
Yotvata,24/05/2023 14:00,383,10,38,3.5,4.3
Yotvata,25/05/2023 14:00,946,16,35.2,2.6,3.4
Yotvata,26/05/2023 14:00,941,12,36,3.3,3.9
Yotvata,27/05/2023 14:00,248,14,34,4.7,6.1
Yotvata,28/05/2023 14:00,893,48,29.8,7.9,9.9
Yotvata,29/05/2023 14:00,770,40,30.7,4.3,5.3
Yotvata,30/05/2023 14:00,962,19,34.3,3.9,5.4
Yotvata,31/05/2023 14:00,946,18,35.8,2,2
Yotvata,01/06/2023 14:00,730,12,41.1,3,3.7
Yotvata,02/06/2023 14:00,917,12,42.6,4.1,6.2
Yotvata,03/06/2023 14:00,903,12,42.1,3.8,5.2
Yotvata,04/06/2023 14:00,939,26,35,5.9,8.3
Yotvata,05/06/2023 14:00,965,24,33,4.8,7.2
Yotvata,06/06/2023 14:00,965,24,33.4,4.7,6.4
Yotvata,07/06/2023 14:00,907,20,34.8,3,4.1
Yotvata,08/06/2023 14:00,425,16,37.6,1.8,2.3
Yotvata,09/06/2023 14:00,433,26,36.6,1.8,2.1
Yotvata,10/06/2023 14:00,904,25,37.3,4.4,5.6
Yotvata,11/06/2023 14:00,916,24,34.6,3.3,4.2
Yotvata,12/06/2023 14:00,1082,19,36.7,5,7.6
Yotvata,13/06/2023 14:00,872,26,36,6.7,10.5
Yotvata,14/06/2023 14:00,873,25,34.7,4.2,4.5
Yotvata,15/06/2023 14:00,904,26,33.2,4.8,6.6
Yotvata,16/06/2023 14:00,920,17,35.9,5.4,6.3
Yotvata,17/06/2023 14:00,882,8,44.3,6.6,9.3
Yotvata,18/06/2023 14:00,889,29,33.9,3.7,4.7
Yotvata,19/06/2023 14:00,908,20,34.1,4.3,5.7
Yotvata,20/06/2023 14:00,900,27,33,6.3,7.3
Yotvata,21/06/2023 14:00,-,32,33.9,6.5,7.8
Yotvata,22/06/2023 14:00,-,23,35.3,4.7,6.9
Yotvata,23/06/2023 14:00,-,21,35.7,6.1,7.9
Yotvata,24/06/2023 14:00,-,19,37,4.7,6.9
Yotvata,25/06/2023 14:00,-,18,36.7,5.8,7.2
Yotvata,26/06/2023 14:00,1010,13,36.5,4.6,5.6
Yotvata,27/06/2023 14:00,1018,13,36,3.9,5.7
Yotvata,28/06/2023 14:00,989,18,37.5,2.3,3.2
Yotvata,29/06/2023 14:00,1013,19,35.7,5.7,7.5
Yotvata,30/06/2023 14:00,1008,22,35,4.8,6.7
Yotvata,01/07/2023 14:00,998,22,35.8,6.8,8.5
Yotvata,02/07/2023 14:00,994,24,35.8,4.7,5.7
Yotvata,03/07/2023 14:00,1014,20,35.7,4.8,6.6
Yotvata,04/07/2023 14:00,1007,13,40.6,6.3,8.7
Yotvata,05/07/2023 14:00,992,15,39.8,5.3,7.1
Yotvata,06/07/2023 14:00,993,33,35,4.3,5.9
Yotvata,07/07/2023 14:00,986,25,35,5,6.8
Yotvata,08/07/2023 14:00,1000,25,37,3,4.5
Yotvata,09/07/2023 14:00,964,22,39.3,4.9,7.6
Yotvata,10/07/2023 14:00,983,33,34.9,4.4,4.9
Yotvata,11/07/2023 14:00,982,24,36.7,6.4,7.5
Yotvata,12/07/2023 14:00,957,18,39.8,6.6,8.3
Yotvata,13/07/2023 14:00,955,24,39.7,4.9,7.3
Yotvata,14/07/2023 14:00,878,20,38.6,7.4,9.5
Yotvata,15/07/2023 14:00,993,13,41.1,6.5,8.8
Yotvata,16/07/2023 14:00,979,14,41.4,4.1,5.8
Yotvata,17/07/2023 14:00,984,11,42.1,4.1,5.5
Yotvata,18/07/2023 14:00,976,13,41.3,3.3,4.5
Yotvata,19/07/2023 14:00,976,12,41.4,3.6,4.2
Yotvata,20/07/2023 14:00,957,16,40.1,2.4,3.5
Yotvata,21/07/2023 14:00,947,15,41.7,3.8,4.7
Yotvata,22/07/2023 14:00,976,12,40.2,5.9,7.1
Yotvata,23/07/2023 14:00,964,14,42.5,6.6,8.4
Yotvata,24/07/2023 14:00,980,15,42.2,3.8,4.9
Yotvata,25/07/2023 14:00,986,11,44.2,2.6,4.1
Yotvata,26/07/2023 14:00,965,15,42.2,5,6.2
Yotvata,27/07/2023 14:00,960,11,43.4,3.6,4.5
Yotvata,28/07/2023 14:00,952,13,42.7,3.4,4.6
Yotvata,29/07/2023 14:00,977,13,40.7,5.1,6.2
Yotvata,30/07/2023 14:00,954,26,39.2,5,6.6
Yotvata,31/07/2023 14:00,955,24,39,3.4,6.1
Yotvata,01/08/2023 14:00,970,17,41.9,2.8,3.3
Yotvata,02/08/2023 14:00,948,16,42,2.7,3.2
Yotvata,03/08/2023 14:00,953,20,40.3,4,5.5
Yotvata,04/08/2023 14:00,990,16,37.8,3.3,4.5
Yotvata,05/08/2023 14:00,969,23,38.6,4.2,5.2
Yotvata,06/08/2023 14:00,995,9,41.1,3.7,5.1
Yotvata,07/08/2023 14:00,971,14,40.9,3.3,4.6
Yotvata,08/08/2023 14:00,944,21,40.9,3.5,4.9
Yotvata,09/08/2023 14:00,944,29,38.4,3.5,4.4
Yotvata,10/08/2023 14:00,953,28,38.1,4.2,5.2
Yotvata,11/08/2023 14:00,928,29,36.8,7.5,9.5
Yotvata,12/08/2023 14:00,898,36,37.6,4.1,5.5
Yotvata,13/08/2023 14:00,882,35,41.2,5.1,5.7
Yotvata,14/08/2023 14:00,917,44,38.4,5.4,7.5
Yotvata,15/08/2023 14:00,871,43,37.2,4.7,6.9
Yotvata,16/08/2023 14:00,895,39,37.7,7.2,7.6
Yotvata,17/08/2023 14:00,898,39,38.8,6.2,8.6
Yotvata,18/08/2023 14:00,906,41,37.9,6.6,8.4
Yotvata,19/08/2023 14:00,903,42,37.8,6.9,9.2
Yotvata,20/08/2023 14:00,886,46,36.2,5.7,8
Yotvata,21/08/2023 14:00,904,39,36.8,7.2,8.8
Yotvata,22/08/2023 14:00,900,34,37.5,7.4,9.6
Yotvata,23/08/2023 14:00,905,33,38.8,5.5,7.6
Yotvata,24/08/2023 14:00,903,32,38.4,4.8,7.3
Yotvata,25/08/2023 14:00,928,31,36.1,3.8,5.8
Yotvata,26/08/2023 14:00,941,26,37.4,5.3,6.2
Yotvata,27/08/2023 14:00,940,21,36.9,3.4,4.5
Yotvata,28/08/2023 14:00,925,16,39.3,6.6,8.1
Yotvata,29/08/2023 14:00,900,33,35.5,3.2,4.3
Yotvata,30/08/2023 14:00,929,21,38.2,5.1,7.4
Yotvata,31/08/2023 14:00,933,16,40.7,6.3,7.4
Yotvata,01/09/2023 14:00,892,26,38.8,5.3,6.2
Yotvata,02/09/2023 14:00,885,35,35.7,6.1,8.1
Yotvata,03/09/2023 14:00,897,34,34.4,5.7,7.3
Yotvata,04/09/2023 14:00,896,33,36.2,4.9,6.8
Yotvata,05/09/2023 14:00,873,28,38.2,4.3,5.4
Yotvata,06/09/2023 14:00,839,21,39.7,4.4,6
